,name,rating,reviews_count,description,city
3521,The Wren's Nest,4.6,169,Birthplace of Uncle Remus & Br'er Rabbit,Atlanta
3522,Callanwolde Fine Arts Center,4.6,480,Music performances & art exhibits,Atlanta
3523,Jackson Street Bridge,4.8,110,nan,Atlanta
3524,The Goat Farm Arts Center,4.6,503,"Unique, hip center for contemporary arts",Atlanta
3525,Museum of Contemporary Art of Georgia,4.7,121,Institute showcasing in-state artists,Atlanta
3526,Rhodes Hall,4.7,105,Grand former residence & museum,Atlanta
3527,Woodruff Park,4.1,1979,Green space with fountains & a pavilion,Atlanta
3528,SCAD FASH Museum of Fashion + Film,4.7,297,Stylish movie costumes on display,Atlanta
3529,Hammonds House Museum,4.7,174,African American art in a historic home,Atlanta
3530,"BAPS Shri Swaminarayan Mandir, Atlanta",4.8,1844,Ornate stone complex for Hindu worship,Atlanta
3531,Robert C. Williams Museum of Papermaking,4.6,85,Traces the history of paper,Atlanta
3532,Sweetwater Creek State Park,4.7,5912,"Picnicking, boating & wooded trails",Atlanta
3533,Jackson Fine Art,4.9,23,Photo gallery in a quaint cottage,Atlanta
3534,Southern Museum of Civil War and Locomotive History,4.7,819,Historical haven with exhibits & hiking,Atlanta
3535,Museum of Fine Art,4.8,52,"Museum, art, and art museum",Atlanta
3536,iFLY Indoor Skydiving - Atlanta,4.7,1974,Parachuting and adventure,Atlanta
3537,Peachtree Street Northeast,4.8,17,nan,Atlanta
3538,Georgia Mountain Coaster,4.6,1584,nan,Helen
3539,Unicoi State Park & Lodge,4.5,3794,nan,Helen
3540,Cool River Tubing,4.6,4183,Thrill ride on the Chattahoochee River,Helen
3541,Habersham Winery,4.4,428,Wine tastings & a shop selling fine food,Helen
3542,Unicoi Hill Park,4.6,499,Park,Helen
3543,Smithgall Woods State Park,4.6,659,Thousands of acres with a trout stream,Helen
3544,Hansel & Gretel Candy Kitchen,4.7,1723,nan,Helen
3545,Bavarian Mountain Miniature Golf,4.8,704,nan,Helen
3546,Alpine Mini Golf,4.7,836,Swiss-themed course with ice cream,Helen
3547,Anna Ruby Falls,4.8,912,Nature area with a scenic cascade,Helen
3548,Outpost Gold & Gem Mining Co.,4.5,136,nan,Helen
3549,Fred's Famous Peanuts,4.7,616,nan,Helen
3550,Nora Mill Granary,4.6,86,nan,Helen
3551,Helen Waterpark,4.3,1702,Aquatic fun center with river excursions,Helen
3552,Hardman Farm Historic Site,4.6,490,19th-century estate with guided tours,Helen
3553,Nacoochee Adventures,4.9,579,Zip line,Helen
3554,AxeBilly - Axe Throwing Helen,4.8,23,nan,Helen
3555,King Ludwig Biergarten,4.4,759,nan,Helen
3556,Village Peddler Women's Boutique and Cabin Decor,4.7,85,nan,Helen
3557,BabyLand General Hospital,4.6,3792,nan,Helen
3558,MindEscapes Helen Ga. Escape Rooms,4.6,133,nan,Helen
3559,Helen Veterans Park,4.8,4,nan,Helen
3560,Dukes Creek Falls Trail,0.0,0,Waterfall and hiking,Helen
3561,Betty's Country Store,4.7,3124,nan,Helen
3562,Helen White County Convention & Visitors Bureau,0.0,0,nan,Helen
3563,Hofer's Bakery and Cafe,4.5,3820,nan,Helen
3564,Alpine Fun Factory,4.3,218,Adventure,Helen
3565,Sweet Acre Farms Winery Tasting Room (Helen),4.9,47,Winery and wine,Helen
3566,Unicoi Zipline & Aerial Adventure Park,4.6,111,Zip line,Helen
3567,Cool River Adventures,4.6,356,nan,Helen
3568,Chattahoochee Cheese Market,4.4,144,nan,Helen
3569,Fox Winery,3.7,27,nan,Helen
3570,Stovall Mill Covered Bridge,4.4,376,nan,Helen
3571,Pirate's Cove Adventure Golf,4.6,263,nan,Helen
3572,Bodensee,4.3,3609,nan,Helen
3573,Tim's Wooden Toys,4.4,120,nan,Helen
3574,Helen Arts & Heritage,4.6,86,Art gallery & studio with a museum,Helen
3575,Alpine Carriage Company,3.7,14,nan,Helen
3576,Willows Pottery,4.6,53,nan,Helen
3577,Valhalla Resort Hotel,4.6,397,nan,Helen
3578,The Heidi Motel,4.5,409,nan,Helen
3579,The Lost Room Escape Adventures,5.0,372,nan,Helen
3580,Dukes Creek Gold and Ruby Mines,4.8,66,nan,Helen
3581,Jolly's Toys,4.8,153,nan,Helen
3582,Windmill Dutch Imports,4.4,106,nan,Helen
3583,Alpine Speedway Slot Car Racing,4.7,69,nan,Helen
3584,Steve's Old Time Photo,4.2,103,nan,Helen
3585,Horsetrough Falls,4.5,36,"Waterfall, hiking, and camping",Helen
3586,Sautee Nacoochee,0.0,0,"Pottery, mountain, winery, wine tasting, and history",Helen
3587,Woody's Mountain Bikes,4.3,12,nan,Helen
3588,Old Sautee Store,4.7,1072,Museum & market in an 1873 general store,Helen
3589,Dukes Creek Falls,4.8,292,Waterfall in a scenic hiking area,Helen
3590,Unicoi State Park,0.0,0,Park,Helen
3591,Helen Welcome Center,4.5,110,Quaint visitor information center,Helen
3592,Folk Pottery Museum of Northeast Georgia,4.7,91,Displays of traditional regional pottery,Helen
3593,Chattahoochee Stables,4.6,220,nan,Helen
3594,Yonah Mountain Vineyards,4.6,369,"Vineyard, winery, wine, and wine tasting",Helen
3595,Richard B Russell Scenic Highway,0.0,0,nan,Helen
3596,Valhalla resort and Golf in Innsbruck,4.2,142,Golf,Helen
3597,Hardman Farm Heritage Trail,4.8,111,nan,Helen
3598,Anna Ruby Falls,4.8,148,nan,Helen
3599,Raven Cliffs Trailhead,4.8,998,Hiking area along a stream with falls,Helen
3600,Anna Ruby Falls Visitor Center & Gift Shop,4.8,1130,Nature,Helen
3601,DeSoto Falls,4.7,130,Tall waterfall in state park,Helen
3602,Wildwood Outfitters,4.7,147,nan,Helen
3603,Unicoi Beach,4.5,318,Beach,Helen
3604,Anna Ruby Falls Recreation Area,4.9,1575,nan,Helen
3605,Russell�Brasstown Scenic Byway,4.8,33,"Autumn leaf color, hiking, and nature",Helen
3606,Nacoochee Indian Mound,4.5,46,nan,Helen
3607,Uhuburg (Eagle Owl Castle),0.0,0,Castle,Helen
3608,Sautee Nacoochee Cultural Center,4.7,261,Art center for creative programs,Helen
3609,Unicoi Lake,4.9,16,Lake and fishing,Helen
3610,Serenity Cellars,4.7,322,"Winery, vineyard, wine tasting, and wine",Helen
3611,Mount Yonah Trailhead,4.8,683,nan,Helen
3612,African American Heritage Site,5.0,1,Restored slave cabin with artifacts,Helen
3613,Smithgall Woods Cottages,5.0,36,Park,Helen
3614,The Gourd Place - By Appointment Only,4.7,109,nan,Helen
3615,Yonah Mountain,4.8,216,Tree-covered peak with a summit trail,Helen
3616,Lake Qualatchee,4.1,7,Lake,Helen
3617,Franklin Park Conservatory and Botanical Gardens,4.7,9051,Garden with plant & art exhibitions,Columbus
3618,Columbus Museum of Art,4.7,2953,Diverse exhibits & an American cafe,Columbus
3619,North Market Downtown,4.7,8363,"Farm produce, crafts & global eats",Columbus
3620,Easton Town Center,4.5,22021,Vast shopping & entertainment complex,Columbus
3621,Center of Science and Industry (COSI),4.4,1891,Hands-on science museum & planetarium,Columbus
3622,Ohio Stadium,4.8,6465,nan,Columbus
3623,Nationwide Arena,4.7,8096,nan,Columbus
3624,Columbus Zoo and Aquarium,4.7,33710,Wildlife viewing & interactive exhibits,Columbus
3625,Otherworld,4.7,5173,Amusement park of augmented reality,Columbus
3626,Ohio Theatre,4.8,2928,nan,Columbus
3627,Ohio Statehouse,4.4,146,Historical place with art & audio tours,Columbus
3628,Topiary Park,4.6,1606,Garden featuring sculptural landscaping,Columbus
3629,Huntington Park,4.8,3761,nan,Columbus
3630,German Village,0.0,0,"Quaint shops, cottages & Schiller Park",Columbus
3631,Columbus Park of Roses,4.7,2964,Landscaped grounds with various gardens,Columbus
3632,Ohio History Center,4.6,300,Museum focused on local history,Columbus
3633,Wagner-Hagans Auto Museum,4.8,121,Museum,Columbus
3634,Schiller Park,4.7,3284,Recreation area with an open-air stage,Columbus
3635,National Veterans Memorial and Museum,4.7,505,Museum,Columbus
3636,Short North Arts District,0.0,0,"Hip bars, galleries & Wexner Center art",Columbus
3637,John F. Wolfe Columbus Commons,4.6,2150,Family-friendly park with activities,Columbus
3638,Kelton House Museum & Garden,4.6,225,Mansion showcasing 19th-century life,Columbus
3639,The Book Loft of German Village,4.8,5031,nan,Columbus
3640,Hayden Falls Park,4.5,1683,Park with a waterfall & viewing platform,Columbus
3641,The Ohio State University,4.5,1749,nan,Columbus
3642,Scioto Audubon Metro Park,4.7,2496,Nature area with recreational options,Columbus
3643,Thurber House,4.7,80,Historic literary center & house museum,Columbus
3644,LEGOLAND Discovery Center Columbus,4.2,1402,nan,Columbus
3645,Polaris Fashion Place,4.5,9664,nan,Columbus
3646,Goodale Park,4.6,3581,Landscaped park with skyline views,Columbus
3647,Billy Ireland Cartoon Library & Museum,4.6,48,Unique displays of cartoon art & history,Columbus
3648,ZipZone Outdoor Adventures,4.8,385,Zip line and adventure,Columbus
3649,Hollywood Casino Columbus,4.0,12987,Gaming venue with dining & live bands,Columbus
3650,Wexner Center for the Arts,4.6,195,University hub for contemporary art,Columbus
3651,The King Arts Complex,4.6,620,"Martin luther king jr., art, jazz, music, and theatre",Columbus
3652,Scioto Mile Fountain,4.7,605,Riverside landmark illuminated at night,Columbus
3653,Highbanks Metro Park,4.8,4272,Native American history & hiking trails,Columbus
3654,Zoombezi Bay,4.5,4546,Family-friendly water park with slides,Columbus
3655,Bicentennial Park,4.7,4649,Riverside space with a fountain & stage,Columbus
3656,Sharon Woods,4.7,3079,Sizable space with a lake & trails,Columbus
3657,Orton Geological Museum,4.5,126,"Museum, fossil, and natural history",Columbus
3658,Blendon Woods Metro Park,4.7,2757,Park with a nature center & disc golf,Columbus
3659,"Central Ohio Fire Museum, llc",4.8,187,History exhibits in a 1908 engine house,Columbus
3660,Columbus Architectural Salvage,4.4,138,nan,Columbus
3661,Downtown,0.0,0,"Theaters, dining & riverside Scioto Mile",Columbus
3662,Three Creeks Metro Park,4.6,2228,"Space with trails, sports fields & more",Columbus
3663,American Whistle Corp,4.8,40,nan,Columbus
3664,Blacklick Woods Metro Park,4.7,2942,"Forested trails, wildlife & more",Columbus
3665,Arena District,0.0,0,Nationwide Arena & North Market food,Columbus
3666,Antrim Park,4.7,1763,"Scenic, 120-acre recreation destination",Columbus
3667,Olentangy Caverns,4.4,1110,Ancient caverns with Delaware history,Columbus
3668,Pickerington Ponds Metro Park,4.5,741,Park with bird watching & trails,Columbus
3669,Lou Berliner Sports Park,4.5,1346,Huge softball complex & picnic areas,Columbus
3670,LVQ Apartments,4.6,407,Art deco building with a hotel & theater,Columbus
3671,The Ohio Railway Museum,4.5,277,Fixture for railroad history since 1948,Columbus
3672,Inniswood Metro Gardens,4.8,2701,Natural preserve with formal gardens,Columbus
3673,Ohio Village,4.7,160,"History, museum, and architecture",Columbus
3674,Grange Insurance Audubon Center,4.7,421,Birdwatching and park,Columbus
3675,Battelle Riverfront Park,4.7,583,Park,Columbus
3676,Wyandotte Winery,4.7,178,Family-run winery with tastings & tours,Columbus
3677,North Bank Park,4.7,216,Park,Columbus
3678,Arnold Statue,4.6,200,Monument and sculpture,Columbus
3679,Indian Run Falls,4.6,1870,Peaceful green space with a waterfall,Columbus
3680,Alum Creek State Park Beach,4.5,2777,"Sand, swimming & play equipment",Columbus
3681,Shrum Mound,4.6,189,Park,Columbus
3682,Genoa Park,4.8,87,Park,Columbus
3683,Cultural Arts Center,4.8,43,nan,Columbus
3684,Scioto Downs,4.0,7895,Live harness racing & entertainment,Columbus
3685,Hoover Reservoir Park,4.6,2851,"4,700-acre expanse with a lake",Columbus
3686,German Village Society,4.4,55,Center for German culture & activities,Columbus
3687,Columbus & Franklin County Metro Parks Headquarters,4.5,52,nan,Columbus
3688,Riffe Gallery,4.7,7,Art and art museum,Columbus
3689,Battelle Darby Creek Metro Park,4.8,3087,Sprawling preserve for flora & fauna,Columbus
3690,OSU Urban Arts Space,4.6,79,Art and art museum,Columbus
3691,Field of Corn,4.4,915,Unique park with huge sculptures of corn,Columbus
3692,Glass Axis,4.7,65,Art museum and art,Columbus
3693,Chadwick Arboretum,4.5,42,Green reserve with various gardens,Columbus
3694,Whetstone Park Gazebo,4.9,15,Park,Columbus
3695,Alum Creek,4.6,22,"Lake, park, reservoir, fishing, and smallmouth bass",Columbus
3696,North High Street,0.0,0,nan,Columbus
3697,Motorcycle Hall of Fame Museum,4.7,560,Cozy museum showcasing classic rides,Columbus
3698,Scioto Grove Metro Park,4.7,379,"Riverside, forested trails & playground",Columbus
3699,Camp Chase Confederate Cemeter,4.5,30,American civil war and history,Columbus
3700,Homestead Metro Park,4.7,1285,Community park with train-depot replica,Columbus
3701,Scioto Park,4.6,882,State park with valley views & hiking,Columbus
3702,Ballantrae Community Park,4.6,823,"Spray fountains, boulders & fields",Columbus
3703,Olentangy Trail,4.9,11,Running,Columbus
3704,Ohio Expo Center & State Fair,0.0,0,nan,Columbus
3705,Coffman Park,4.6,1278,Large park with an amphitheater & art,Columbus
3706,Haunted Hoochie,4.3,1269,nan,Columbus
3707,Mirror Lake,4.6,27,Wooded lake known for outdoor recreation,Columbus
3708,Fancyburg Park,4.7,482,Park,Columbus
3709,Creekside Park,4.8,294,"Park, blues, and music",Columbus
3710,"Rhodes Tower, llc",4.0,24,Architecture,Columbus
3711,"Motts Military Museum, Inc.",4.9,495,Museum,Columbus
3712,Rocky Fork Metro Park,4.7,321,Park,Columbus
3713,Chief Leatherlips Monument,4.6,254,History,Columbus
3714,Prairie Oaks Metro Park,4.7,1542,Lush grasslands & water-based recreation,Columbus
3715,Early Television Museum,4.6,102,Museum of vintage TV equipment,Columbus
3716,Biltmore,4.7,28482,Historic mansion with gardens & tours,Asheville
3717,Asheville Pinball Museum,4.8,2090,Unique spot for all-you-can-play pinball,Asheville
3718,Western North Carolina Nature Center,4.6,3076,Zoo with more than 60 animal species,Asheville
3719,The North Carolina Arboretum,4.8,5359,Gardens & nature trails on 434 acres,Asheville
3720,"Southern Highland Craft Guild, Folk Art Center",4.7,408,Showcase for Southern Appalachian crafts,Asheville
3721,Pisgah National Forest,4.8,13690,Vast forested area for camping & hiking,Asheville
3722,Botanical Gardens at Asheville,4.5,1496,Lush oasis of native Appalachian plants,Asheville
3723,The Omni Grove Park Inn,4.6,9819,nan,Asheville
3724,The Adventure Center of Asheville,4.8,259,Adventure and zip line,Asheville
3725,River Arts District,0.0,0,Indie art scene & Grey Eagle music venue,Asheville
3726,Downtown,0.0,0,"Indie shops, galleries & Pinball Museum",Asheville
3727,Thomas Wolfe Memorial,4.5,222,Former author home & landmark museum,Asheville
3728,Chimney Rock at Chimney Rock State Park,4.8,6094,State park on a 315-ft. granite monolith,Asheville
3729,"Basilica of Saint Lawrence, Deacon and Martyr",4.8,733,Basilica with a unique domed ceiling,Asheville
3730,Asheville Museum of Science,4.0,659,Interactive exhibits & children's events,Asheville
3731,Urban Trail,3.8,49,nan,Asheville
3732,Grovewood Gallery,4.6,144,Spacious arts & crafts showcase,Asheville
3733,Asheville Art Museum,4.2,480,Exhibits of contemporary American art,Asheville
3734,Biltmore Village,0.0,0,1895 Biltmore Estate & upscale shopping,Asheville
3735,LaZoom Tours,4.8,1008,Beer,Asheville
3736,Gray Line Trolley Tours of Asheville,4.7,588,nan,Asheville
3737,Lexington Glassworks,4.8,672,Art museum and art,Asheville
3738,River Arts District,4.5,1244,Working art studios with exhibitions,Asheville
3739,Highland Brewing Company,4.7,1158,nan,Asheville
3740,Grove Arcade,4.3,690,nan,Asheville
3741,New Belgium Brewing Company,4.7,1610,nan,Asheville
3742,Asheville Tourists,4.7,1307,nan,Asheville
3743,Historic Biltmore Village,4.5,8831,nan,Asheville
3744,Pack's Tavern,4.6,4411,nan,Asheville
3745,Smith-McDowell House Museum,4.3,62,Tours & displays in restored surrounds,Asheville
3746,Pack Square Park,4.5,1523,"Central plaza with a wide, grass lawn",Asheville
3747,Woolworth Walk,4.7,1395,All kinds of local art & a soda fountain,Asheville
3748,Asheville Visitor Center,4.7,319,nan,Asheville
3749,Malaprop's Bookstore,4.7,1674,nan,Asheville
3750,Grovewood Village,4.7,302,Art galleries in charming surrounds,Asheville
3751,Antique Tobacco Barn,4.4,1474,nan,Asheville
3752,Blue Ridge Parkway Visitor Center,4.7,2308,nan,Asheville
3753,Biltmore Estate Winery,4.5,811,Historic winery with tours & tastings,Asheville
3754,Wedge Brewing Company,4.6,468,nan,Asheville
3755,Amazing Pubcycle Tours,4.9,454,nan,Asheville
3756,Blue Ridge National Heritage Area,4.6,94,Heritage area with cultural attractions,Asheville
3757,Great Craggy Mountains,4.5,26,Mountain range with gardens & trails,Asheville
3758,Asheville Jeep Tours,5.0,30,nan,Asheville
3759,Downtown Books & News,4.7,293,nan,Asheville
3760,"Holiday Inn Asheville - Biltmore West, an IHG Hotel",4.2,1060,nan,Asheville
3761,Still Point Wellness Float and Massage Spa,4.8,268,nan,Asheville
3762,The Residences at Biltmore,4.1,1090,nan,Asheville
3763,Sweet Biscuit Inn,4.9,157,nan,Asheville
3764,Carl Sandburg Home National Historic Site,4.7,1415,Preserved farm & home of acclaimed poet,Asheville
3765,Aquarium & Shark Lab by Team ECCO,4.3,99,Aquarium,Asheville
3766,Baymont by Wyndham Asheville/Biltmore Village,4.1,579,nan,Asheville
3767,Carrier Park,4.6,1523,Sports facilities & trails by the river,Asheville
3768,WNC Farmers Market,4.6,4616,Covered produce bazaar open year round,Asheville
3769,Hood Huggers International,4.9,26,nan,Asheville
3770,French Broad River Park,4.5,1114,Dog-friendly destination on the water,Asheville
3771,Blue Spiral 1,4.8,219,Modern 3-story art gallery,Asheville
3772,Asheville Ghost Tours: Oldest & Original,4.6,306,nan,Asheville
3773,Asheville Treetops Adventure Park,4.7,339,Leafy destination with aerial obstacles,Asheville
3774,New Morning Gallery,4.7,309,Large craft gallery with an annual fair,Asheville
3775,Beaver Lake Bird Sanctuary,4.7,518,Birdwatching and wetland,Asheville
3776,Richmond Hill Park,4.7,418,Park,Asheville
3777,Estes-Winn Antique Car Museum,4.7,296,Showcase of restored vintage vehicles,Asheville
3778,Lake Julian Park,4.6,1158,"Fishing, boating, picnics & more",Asheville
3779,Buncombe County Sports Park,4.5,606,"Soccer, bocce & volleyball facilities",Asheville
3780,Black Mountain College Museum + Arts Center,4.5,51,Campus-affliated arts center & gallery,Asheville
3781,Rutledge Lake Rv Park,4.1,376,nan,Asheville
3782,French Broad Adventures,4.9,94,Canyoning and rafting,Asheville
3783,Pritchard Park,4.1,626,Green space with trees & a water feature,Asheville
3784,White Labs Brewing Co - Asheville Kitchen & Tap,4.5,477,Beer-infused & fermented bites,Asheville
3785,Moogseum,4.7,136,Museum,Asheville
3786,French Broad River,4.5,302,"River, rafting, smallmouth bass, fishing, and fly fishing",Asheville
3787,Kolo Bike Park,4.4,134,Mountain bike park with trails & jumps,Asheville
3788,The Cathedral of All Souls,4.8,129,1890s church with unique kneelers,Asheville
3789,Asheville Recreation Park,4.5,248,Park,Asheville
3790,Southern Appalachian Highlands Conservancy,5.0,9,"Mountain, hiking, forest, nature, and elk",Asheville
3791,Sky Tubing,4.8,149,nan,Asheville
3792,Asheville Gallery of Art,4.6,27,Art gallery exhibiting local works,Asheville
3793,Haw Creek Valley Overlook,4.8,458,Destination for panoramic mountain views,Asheville
3794,Malvern Hills Park,4.4,258,Summer swimming spot & playground,Asheville
3795,Center for Craft,4.7,63,"Weaving, art, and art museum",Asheville
3796,Montford Park,4.5,156,Park,Asheville
3797,Cultivate Climbing (River Location),4.5,129,Indoor climbing wall with instructors,Asheville
3798,Blue Ridge Craft Trails,5.0,1,nan,Asheville
3799,Azalea Park,4.4,147,Park,Asheville
3800,Martin Luther King Jr Park,4.4,157,Park,Asheville
3801,National Forests in North Carolina,4.6,27,Forest,Asheville
3802,Riverside Cemetery,4.8,29,Historic cemetery on green rolling hills,Asheville
3803,Benjamin Walls Gallery,4.9,28,nan,Asheville
3804,RiverLink,4.4,8,nan,Asheville
3805,Craggy Mountain Line,4.8,116,Museum,Asheville
3806,Asheville Radio Museum,4.9,43,Museum,Asheville
3807,The Jackson Building,4.9,9,nan,Asheville
3808,Biltmore Azalea Garden,4.8,1128,Garden,Asheville
3809,The Haen Gallery,4.8,19,"Art, painting, and art museum",Asheville
3810,YMI Cultural Center,4.6,52,Hub for African-American art & culture,Asheville
3811,Beaver Lake,4.3,77,Lake and autumn leaf color,Asheville
3812,Biltmore Industries Homespun Museum,4.8,18,Historic fabric-industry exhibits,Asheville
3813,Gallery of the Mountains,4.7,13,Art,Asheville
3814,North Pack Square,0.0,0,nan,Asheville
3815,North Carolina Museum of Art,4.8,8439,Museum with monument park & amphitheater,Raliegh
3816,Pullen Park,4.7,7071,Venerable park with a carousel & more,Raliegh
3817,Marbles Kids Museum,4.8,5445,Hands-on exhibits for big & little kids,Raliegh
3818,North Carolina Museum of Natural Sciences,4.8,1785,"Museum of NC's geology, flora & fauna",Raliegh
3819,North Carolina State Capitol,4.6,871,Stately civic site with tours & events,Raliegh
3820,JC Raulston Arboretum,4.8,1870,10-acre garden at NC State University,Raliegh
3821,North Carolina State Farmers Public Market,4.7,7776,"30,000 square foot fresh produce market",Raliegh
3822,North Carolina Museum of History,4.8,1210,nan,Raliegh
3823,William B. Umstead State Park,4.7,1806,Natural oasis near Research Triangle,Raliegh
3824,PNC Arena,4.5,8929,nan,Raliegh
3825,Historic Yates Mill County Park,4.7,438,Historic gristmill & nature area,Raliegh
3826,Neuse River Trail,4.7,420,Extensive greenway trail along a river,Raliegh
3827,Morgan Street Food Hall,4.5,5258,nan,Raliegh
3828,Frankie's of Raleigh,4.4,6450,"Go-karts, laser tag, bumper boats & more",Raliegh
3829,Dorothea Dix Park,4.7,1027,Vast open space with a dog park & events,Raliegh
3830,Mordecai Historic Park,4.6,415,Site of President Andrew Johnson's birth,Raliegh
3831,Raleigh Beer Garden,4.4,3964,nan,Raliegh
3832,CAM Raleigh,4.6,460,Contemporary art & design museum,Raliegh
3833,William B Umstead State Park Road,0.0,0,nan,Raliegh
3834,City of Raleigh Museum,4.5,188,Exhibits on Raleigh's history & present,Raliegh
3835,Transfer Co. Food Hall,4.7,1524,nan,Raliegh
3836,North Carolina Executive Mansion,4.4,280,Historic 19th-century governor's home,Raliegh
3837,Duke Energy Center for the Performing Arts,4.7,1670,nan,Raliegh
3838,Videri Chocolate Factory - Chocolate Bean to Bar,4.6,962,nan,Raliegh
3839,The Raleigh Market,4.5,2125,nan,Raliegh
3840,Joel Lane Museum House,4.3,71,Historic home of 18th-century patriot,Raliegh
3841,Lake Johnson Park,4.7,3914,"Lakeside trails, picnics & boat rentals",Raliegh
3842,Ann and Jim Goodnight Museum Park,4.9,287,nan,Raliegh
3843,Historic Oakwood,0.0,0,Victorian-era housing & Oakwood Cemetery,Raliegh
3844,Artspace,4.7,279,Nonprofit visual arts center since 1986,Raliegh
3845,Stanbury,4.8,642,nan,Raliegh
3846,Carl Alwin Schenck Memorial Forest,4.5,212,Park and nature,Raliegh
3847,Pope House Museum,4.8,42,African-American house museum,Raliegh
3848,Drive Shack,4.6,4851,nan,Raliegh
3849,Raleigh Little Theatre,4.8,545,nan,Raliegh
3850,WRAL Azalea Garden,4.8,801,Tranquil flower garden with shaded paths,Raliegh
3851,Big Ed's City Market Restaurant,4.6,2323,nan,Raliegh
3852,Sassool,4.6,1755,nan,Raliegh
3853,Poole's,4.5,1483,nan,Raliegh
3854,Durant Nature Preserve,4.7,1030,"Quiet, woodsy retreat with hiking trails",Raliegh
3855,Second Empire Restaurant and Tavern,4.8,1251,nan,Raliegh
3856,Tobacco Road Tours & Transportation,4.5,109,nan,Raliegh
3857,Lake Crabtree County Park,4.7,1899,16 miles of trails & water activities,Raliegh
3858,Carolina Ballet Inc,4.4,57,nan,Raliegh
3859,Rose Garden,4.8,534,Tranquil garden for events & hanging out,Raliegh
3860,Coastal Credit Union Music Park at Walnut Creek,4.4,4455,Outdoor concert & music festival venue,Raliegh
3861,The Roast Grill,4.6,386,nan,Raliegh
3862,J.S. Dorton Arena,4.4,417,nan,Raliegh
3863,Raleigh Municipal Rose Garden,5.0,3,nan,Raliegh
3864,The Green Light,4.2,233,nan,Raliegh
3865,Oakwood Cemetery,4.7,23,Monument,Raliegh
3866,City Cemetery of Raleigh,5.0,4,Park,Raliegh
3867,Greater Raleigh Convention and Visitors Bureau,4.6,5,nan,Raliegh
3868,North Carolina Symphony,4.6,22,nan,Raliegh
3869,Shelley Lake Park,4.7,1453,Lakeside recreation & paved trails,Raliegh
3870,John Chavis Memorial Park,4.7,740,Recreation area with a classic carousel,Raliegh
3871,Laurel Hills Park,4.8,1263,"Playground, sports fields & a small pond",Raliegh
3872,Umstead,0.0,0,Umstead State Park & leafy neighborhoods,Raliegh
3873,Historic Oak View County Park,4.8,585,19th-century farmstead & history museum,Raliegh
3874,Moore Square,4.3,1141,Historic public park & event space,Raliegh
3875,Anderson Point Park,4.6,839,Community spot for nature & history,Raliegh
3876,Millbrook Exchange Park,4.5,1028,Leafy retreat with lots of facilities,Raliegh
3877,State Library of North Carolina,0.0,0,nan,Raliegh
3878,Sunflower Field,4.7,873,Common sunflower and park,Raliegh
3879,Sassafras All Children's Playground,4.9,718,Park,Raliegh
3880,Fred Fletcher Park,4.7,561,Park with a water garden & walking paths,Raliegh
3881,Gregg Museum of Art & Design,4.7,100,"Art museum, museum, and art",Raliegh
3882,Adventure Landing,4.1,1974,Water theme park & family entertainment,Raliegh
3883,North Carolina Museum of Art Parking,4.8,293,Art,Raliegh
3884,Oakwood Dog Park,4.6,455,Off-leash & fenced dog area in a park,Raliegh
3885,Memorial Belltower,4.8,385,Monument,Raliegh
3886,Sal's Branch Trail,4.8,200,nan,Raliegh
3887,Prairie Ridge Ecostation,4.9,59,Snug science station in rustic surrounds,Raliegh
3888,Downtown Raleigh,4.4,80,nan,Raliegh
3889,Green Hills County Park,4.6,296,"Recreational trails, space & playground",Raliegh
3890,Mordecai House,4.6,65,Garden,Raliegh
3891,Buffaloe Road Aquatic Center,4.4,500,nan,Raliegh
3892,Sertoma Arts Center,4.6,121,Art,Raliegh
3893,Hill Ridge Farms,4.5,1492,nan,Raliegh
3894,Nature Research Center,4.9,36,"Museum, nature, natural history, and history",Raliegh
3895,Raleigh-Durham International Airport Observation Park,4.5,775,Shaded plane-spotting observation deck,Raliegh
3896,Fayetteville Street,4.3,12,nan,Raliegh
3897,"Annie Louise Wilkerson, MD Nature Preserve Park",4.8,308,Natural lakeside park & education center,Raliegh
3898,Duke Lemur Center,4.7,97,"Lemurs, fossil, slow loris, natural history, and sloths",Raliegh
3899,Wake County Parks & Recreation,4.5,4,Park,Raliegh
3900,Conservation Trust for North Carolina,5.0,2,nan,Raliegh
3901,Raleigh Fire Museum,4.9,23,Museum,Raliegh
3902,Downtown Cary Park,4.7,1177,Paved town park around a fountain,Raliegh
3903,Koka Booth Amphitheatre,4.7,3645,Outdoor amphitheater for performing arts,Raliegh
3904,Catholic Diocese of Raleigh,4.2,33,nan,Raliegh
3905,Horseshoe Farm Nature Preserve,4.7,287,Park and nature,Raliegh
3906,Shelley Lake,4.8,60,Lake,Raliegh
3907,Lake Raleigh,4.7,100,Lake and fishing,Raliegh
3908,Lake Lynn,4.7,83,Lake and park,Raliegh
3909,Fred G. Bond Metro Park,4.8,2695,Vast recreation area with amphitheater,Raliegh
3910,Forest Ridge Park,4.8,626,Park,Raliegh
3911,Lake Johnson,4.5,31,Lake,Raliegh
3912,Urban Air Trampoline and Adventure Park,4.1,530,nan,Raliegh
3913,Blue Jay Point County Park,4.8,123,Natural space for learning & recreation,Raliegh
3914,Rocky Mountain National Park,4.9,22244,"Trail Ridge Road, Longs Peak & Bear Lake",Estes Park
3915,Estes Park Aerial Tramway,4.6,1794,Cable car to Prospect Mountain summit,Estes Park
