,Name,Street Address,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,City,State
2465,The Cheesecake Factory,131 Wolf Road," Italian, American, Vegetarian Friendly",4.0,777,The restaurant is big and food was great. Lots to choose from and the dishes I ordered were amazing. Cheesecake is a bit pricey.,+1 518-453-2500,https://www.tripadvisor.com//Restaurant_Review-g29786-d912246-Reviews-The_Cheesecake_Factory-Albany_New_York.html,https://order.thecheesecakefactory.com/menu/albany-ny,Albany, NY
2466,The Cheesecake Factory,306 Hiawatha Blvd W," American, Vegan Options, Vegetarian Friendly",4.0,320,"We had dinner at the Cheesecake Factory last night.  I had the grilled pork chop dinner which was served with mashed potatoes, green beans, applesauce and bread and butter.  My husband had the pasta carbonara which came with no sides. My dinner was very good....More",+1 315-422-2559,https://www.tripadvisor.com//Restaurant_Review-g48713-d6385504-Reviews-The_Cheesecake_Factory-Syracuse_Finger_Lakes_New_York.html,https://order.thecheesecakefactory.com/menu/syracuse-ny,Syracuse, NY
2467,The Cheesecake Factory,1700 Willowbrook Boulevard," American, Vegetarian Friendly, Vegan Options",4.0,220,"We do not have one by us so being able to come here on our little trip was awesome. 

They do NOT DO CALL AHEAD or reservations which kind of suck.  We did have drinks while waiting but that was also hard to do while...More",+1 973-890-1400,https://www.tripadvisor.com//Restaurant_Review-g46905-d966907-Reviews-The_Cheesecake_Factory-Wayne_New_Jersey.html,https://order.thecheesecakefactory.com/menu/wayne-nj,Wayne, NJ
2468,The Cheesecake Factory,3525 Tyler St," American, Vegetarian Friendly, Vegan Options",4.0,102,No comments,+1 951-352-4600,https://www.tripadvisor.com//Restaurant_Review-g32978-d951159-Reviews-The_Cheesecake_Factory-Riverside_California.html,https://order.thecheesecakefactory.com/menu/riverside-ca,Riverside, CA
2469,The Cheesecake Factory,3710 US Highway 9," American, Vegetarian Friendly, Vegan Options",4.0,382,"It was exhilarating. The portions were so huge! Everything was so delicious and the waiters were very nice to us! Only thing would just be it being a bit pricey due to certain things BUT, it was definitely a great experience! Would definitely go again!",+1 732-462-6544,https://www.tripadvisor.com//Restaurant_Review-g46453-d851266-Reviews-The_Cheesecake_Factory-Freehold_New_Jersey.html,https://order.thecheesecakefactory.com/menu/freehold-nj,Freehold, NJ
2470,The Cheesecake Factory,455 Menlo Park," American, Vegetarian Friendly, Vegan Options",4.0,359,"Great menu with a nice variety and cheesecake too.

Even the Pecan Pie is great too.

Good place to hang with friends or bring a date.",+1 732-494-7000,https://www.tripadvisor.com//Restaurant_Review-g46410-d1036282-Reviews-The_Cheesecake_Factory-Edison_New_Jersey.html,https://order.thecheesecakefactory.com/menu/edison-nj,Edison, NJ
2471,The Chicken or the Egg,207 N Bay Ave," American, Vegetarian Friendly, Vegan Options",4.5,942,"Ok, you can see by my earlier review that this is a good place overall, but I just drove 2 hours to here to get their Ludricrous wings. I have eaten ghost peps, scotch bonnet, you name it andI was really looking forward to testing...More",+1 609-492-3695,https://www.tripadvisor.com//Restaurant_Review-g46292-d438676-Reviews-The_Chicken_or_the_Egg-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu,Beach Haven, NJ
2472,The Cider Mill,4221 Fay Rd," American, Vegetarian Friendly, Vegan Options",4.5,136,"Fantastic food, fantastic service. Slightly upscale food/service in a relaxed setting. Highly recommend.",+1 315-487-0647,https://www.tripadvisor.com//Restaurant_Review-g48713-d7226455-Reviews-The_Cider_Mill-Syracuse_Finger_Lakes_New_York.html,https://www.thecidermill.us/menu,Syracuse, NY
2473,The City Beer Hall,42 Howard St," Gastropub, American, Bar",4.0,246,"I was here with some friends for brunch, between us the food ordered was a root omelet, winter salad, chicken & waffles and a grilled chicken sandwich. All were happy with their picks and enjoyed it with no complaints. Portions were good for the value,...More",+1 518-449-2337,https://www.tripadvisor.com//Restaurant_Review-g29786-d2529045-Reviews-The_City_Beer_Hall-Albany_New_York.html,Check The Website for a Menu,Albany, NY
2474,The Clam Bar,3914 Brewerton Rd," American, Bar, Seafood",4.0,285,Doesn't look like much from the outside but walk in either the front door or back door and get greeted and sat almost immediately. Waitress was amazing and very helpful with the very large variety that they offer. My wife and I were very satisfied...More,+1 315-458-1662,https://www.tripadvisor.com//Restaurant_Review-g48713-d421575-Reviews-The_Clam_Bar-Syracuse_Finger_Lakes_New_York.html,Check The Website for a Menu,Syracuse, NY
2475,The Como Restaurant and Lounge,2220 Pine Ave," Italian, Vegetarian Friendly, Vegan Options",4.0,282,Ninety plus years of fine Italian dining in Niagara Falls.  Nostalgic photos on the wall and wonderful meals on the table.  Eat family style or choose a romantic setting with some fine wine. A trip to the Falls isn’t complete without a stop at the...More,+1 716-285-9341,https://www.tripadvisor.com//Restaurant_Review-g48261-d683851-Reviews-The_Como_Restaurant_and_Lounge-Niagara_Falls_New_York.html,Check The Website for a Menu,Niagara Falls, NY
2476,The Continental,1 Atlantic Ocean," Bar, Vegetarian Friendly, Vegan Options",4.5,532,"My spouse and I visited The Continental for brunch on a Sunday in August 2019. The Continental is open daily for weekday lunch/weekend brunch, dinner, happy hour, and late night. Diners can book a spot using the online Open Table reservation system.

The Continental is...More",+1 609-674-8300,https://www.tripadvisor.com//Restaurant_Review-g29750-d823007-Reviews-The_Continental-Atlantic_City_New_Jersey.html,Check The Website for a Menu,Atlantic City, NJ
2477,The Corner,115 Grove St," American, Cafe, Vegetarian Friendly",4.5,51,We were there for breakfast and pleasantly surprised by the interesting menu. All three of us loved our food and even shared! Quick friendly service and didn’t feel rushed even with a line of people out the door.,+1 973-783-2400,https://www.tripadvisor.com//Restaurant_Review-g46637-d8726912-Reviews-The_Corner-Montclair_New_Jersey.html,Check The Website for a Menu,Montclair, NJ
2478,The Cottage,10029 NE 183rd St," American, Vegetarian Friendly",4.5,25,"This is a nice addition to the growing list of downtown Bothell restaurants.  I was there on a busy Friday night when they had a guitarist playing.  Fortunately we made a reservation, as it would have been impossible to get a table otherwise.  It is...More",+1 425-286-6332,https://www.tripadvisor.com//Restaurant_Review-g58362-d12639082-Reviews-The_Cottage-Bothell_Washington.html,https://thecottagebothell.com/wp-content/uploads/2019/07/The-Cottage-Menu.pdf,Bothell, WA
2479,The Cottage La Jolla,7702 Fay Ave," American, Cafe, Contemporary",4.5,1530,No comments,+1 858-454-8409,https://www.tripadvisor.com//Restaurant_Review-g32578-d494588-Reviews-The_Cottage_La_Jolla-La_Jolla_San_Diego_California.html,Check The Website for a Menu,La Jolla, CA
2480,The Counter Santana Row,3055 Olin Ave," American, Bar, Pub",4.0,188,No comments,+1 408-423-9200,https://www.tripadvisor.com//Restaurant_Review-g33020-d801722-Reviews-The_Counter_Santana_Row-San_Jose_California.html,Check The Website for a Menu,San Jose, CA
2481,The Cove on Harbor,1540 S Harbor Blvd, Cafe,4.5,263,No comments,+1 714-535-6650,https://www.tripadvisor.com//Restaurant_Review-g29092-d5568954-Reviews-The_Cove_on_Harbor-Anaheim_California.html,Check The Website for a Menu,Anaheim, CA
2482,The Crow's Nest,Route 17 South," American, Bar, Seafood",4.0,125,"we returned to the Crow's Next with a group of 30 people after a funeral.
We had soup, pasta, entree, dessert, and beverage.  All were served in a
timely manner and were very good.  I chose the Talapia as my main course
and it was...More",+1 201-342-5445,https://www.tripadvisor.com//Restaurant_Review-g46480-d1192216-Reviews-The_Crow_s_Nest-Hackensack_New_Jersey.html,Check The Website for a Menu,Hackensack, NJ
2483,The Cub Room,739 S.Clinton Ave," American, Bar, Vegetarian Friendly",4.5,159,"My friend and I came here for drinks. We each enjoyed two cocktails, which were made to perfection. The bartender, Tony, was super friendly and accommodating - he chatted with us about the different cocktails and gave recommendations. It was a quieter night at the...More",+1 585-363-5694,https://www.tripadvisor.com//Restaurant_Review-g48503-d8323331-Reviews-The_Cub_Room-Rochester_Finger_Lakes_New_York.html,http://thecubroomroc.com#menu,Rochester, NY
2484,The Cuban Restaurant and Bar,333 Washington St," Caribbean, Latin, Spanish",4.5,243,"Let me start by saying the vibe, the food and the wait service were all great.
We recommend everything lol!

That said, the greeting when you walk in was the worst I’ve ever experienced. 
An unfriendly “maitre’d was guarding the gate!
Everything was “against house...More",+1 201-795-9899,https://www.tripadvisor.com//Restaurant_Review-g46515-d2692782-Reviews-The_Cuban_Restaurant_and_Bar-Hoboken_New_Jersey.html,Check The Website for a Menu,Hoboken, NJ
2485,The Curious Palate,395 Santa Monica Pl," American, Vegan Options, Vegetarian Friendly",4.5,128,No comments,+1 310-395-2901,https://www.tripadvisor.com//Restaurant_Review-g33052-d4728089-Reviews-The_Curious_Palate-Santa_Monica_California.html,https://thecuriouspalate.com/#,Santa Monica, CA
2486,The Depot Cafe,6733 Main St," American, Cafe, Diner",4.5,100,Everything is literally just boxed food from Walmart you can make at hone ... nothing special at all I’ve had wayyy better !,+1 972-377-0707,https://www.tripadvisor.com//Restaurant_Review-g55870-d1115689-Reviews-The_Depot_Cafe-Frisco_Texas.html,Check The Website for a Menu,Frisco, TX
2487,The Distillery Restaurant Mt. Hope,1142 Mount Hope Ave," American, Bar, Pub",4.0,409,This place had the best happy hour specials.  Half off appetizers and a great selection of drink specials.  The food was delicious and we were fortunate that while staying at Staybridge Suites that transportation was providing both to and from this restaurant.  It was a...More,+1 585-271-4105,https://www.tripadvisor.com//Restaurant_Review-g48503-d415593-Reviews-The_Distillery_Restaurant_Mt_Hope-Rochester_Finger_Lakes_New_York.html,https://media.cmsmax.com/lzjkjapjltz4ero0ldkle/menu.pdf,Rochester, NY
2488,The Door,16307 Baisley Blvd," Caribbean, Jamaican, Vegetarian Friendly",4.5,308,"Make stupid mistake placing and have the nerve to be arguing with customers, Not doing job correctly short African looking bald headed woman",+1 718-525-1083,https://www.tripadvisor.com//Restaurant_Review-g47962-d3135696-Reviews-The_Door-Jamaica_Queens_New_York.html,http://thedoorrestaurant.nyc/#menu-food,Jamaica, NY
2489,The Farm and Fisherman Tavern & Market,1442 Marlton Pike E," American, Bar, Vegetarian Friendly",4.0,260,"Our group of three was driving home from Baltimore to North Jersey and we were looking for a late lunch spot.  We pulled up The Farm and Fisherman Tavern on TA and decided to give it a try.

We got here about 1:45 p.m. and...More",+1 856-356-2282,https://www.tripadvisor.com//Restaurant_Review-g46354-d5853535-Reviews-The_Farm_and_Fisherman_Tavern_Market-Cherry_Hill_New_Jersey.html,http://www.fandftavern.com/dessert-menu,Cherry Hill, NJ
2490,The Filling Station,1138 Finnegan Way," American, Bar, Vegetarian Friendly",4.5,112,We stopped at the Filling Station in Fairhaven on the way to Canada and on the way back a couple days later. It is that good. You may think it is just a burger joint but their food is so delicious I hesitate to call...More,+1 360-715-1839,https://www.tripadvisor.com//Restaurant_Review-g58350-d9782344-Reviews-The_Filling_Station-Bellingham_Washington.html,https://fillingstationnw.com/menus/,Bellingham, WA
2491,The Firehouse,1112 2nd St," American, Vegetarian Friendly, Vegan Options",4.5,808,No comments,+1 916-442-4772,https://www.tripadvisor.com//Restaurant_Review-g32999-d339750-Reviews-The_Firehouse-Sacramento_California.html,Check The Website for a Menu,Sacramento, CA
2492,The Fish Friar,239 E Genesee St," Seafood, American, Gluten Free Options",4.5,84,"Good place to eat before going to the Landmark Theater.  We were there midweek, several other patrons were there but we were served quickly.  The fish was good and we did not have to wait very long.  The staff was nice.  The restaurant was clean...More",+1 315-468-3474,https://www.tripadvisor.com//Restaurant_Review-g48713-d12359993-Reviews-The_Fish_Friar-Syracuse_Finger_Lakes_New_York.html,https://www.thefishfriar.com/menu,Syracuse, NY
2493,The Fish Market - San Jose,1007 Blossom Hill Rd," Seafood, Gluten Free Options",4.0,192,No comments,+1 408-269-3474,https://www.tripadvisor.com//Restaurant_Review-g33020-d539252-Reviews-The_Fish_Market_San_Jose-San_Jose_California.html,Check The Website for a Menu,San Jose, CA
2494,The Fish Peddler on Foss Waterway,1199 Dock St," American, Seafood, Bar",4.5,222,"Reading from the reviews, many people have enjoyed this restaurant and I am not writing to say that they are wrong.  I can see how one could have a great experience here.  However, our experience was not great.  Service was friendly but inattentive.  This mattered...More",+1 253-627-2158,https://www.tripadvisor.com//Restaurant_Review-g58775-d6652797-Reviews-The_Fish_Peddler_on_Foss_Waterway-Tacoma_Washington.html,http://www.fishpeddler-tacoma.com/menu.html,Tacoma, WA
2495,The Flying Goat,3318 W Northwest Blvd," Bar, Pizza, Vegetarian Friendly",4.5,489,"Foreigners are not permitted. Although every form of legal European identification was provided except a passport, the border protection expert that was serving judged someone in our party to possibly be younger than 21 although he’s 36 and we were rejected service. First establisment that...More",+1 509-327-8277,https://www.tripadvisor.com//Restaurant_Review-g58759-d1811450-Reviews-The_Flying_Goat-Spokane_Washington.html,Check The Website for a Menu,Spokane, WA
2496,The Fork at Agate Bay,2530 Northshore Rd," American, Contemporary, Vegetarian Friendly",4.5,149,A beautiful place to celebrate my wife’s birthday.  Good food and great service.  Would definitely go back time and time again.  Check it out.,+1 360-733-1126,https://www.tripadvisor.com//Restaurant_Review-g58350-d1883961-Reviews-The_Fork_at_Agate_Bay-Bellingham_Washington.html,Check The Website for a Menu,Bellingham, WA
2497,The Fountain Cafe,920 Washington St," American, Cafe, International",4.5,640,"It was a rather hot day even for summer and here it was just before Christmas. The sound of having an ice cream was just what we all wanted. Wonderful selection that pleased everyone. Very busy and had to wait for a table, but worth...More",+1 360-385-1364,https://www.tripadvisor.com//Restaurant_Review-g58687-d519277-Reviews-The_Fountain_Cafe-Port_Townsend_Washington.html,Check The Website for a Menu,Port Townsend, WA
2498,The Frog and The Peach,29 Dennis St," American, Vegetarian Friendly, Gluten Free Options",4.0,350,"This is a very attractive restaurant with delicious food and excellent service. We started with a roasted carrot salad which was delicious. We both had the chicken which was outstanding. I never order things like macaroni and cheese, but I did, and it is not...More",+1 732-846-3216,https://www.tripadvisor.com//Restaurant_Review-g46664-d459425-Reviews-The_Frog_and_The_Peach-New_Brunswick_New_Jersey.html,Check The Website for a Menu,New Brunswick, NJ
2499,The Funky Door,6801 Milwaukee Ave.," Wine Bar, Contemporary, Vegetarian Friendly",4.0,200,"This is a great place. Excellent food, service, and atmosphere.  The wine list is huge. There was a bit of trouble finding a couple of listed selections, but the staff was able to locate a very nice bottle of a 2009 Bordeaux for a very...More",+1 806-687-0505,https://www.tripadvisor.com//Restaurant_Review-g56208-d1935758-Reviews-The_Funky_Door-Lubbock_Texas.html,https://www.thefunkydoor.com/menu,Lubbock, TX
2500,The Gables,212 Centre St," Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,242,"Beautifully appointed interiors, outstanding, if not stunning.  Nice garden.  The service was great.  Our experience was slightly restricted by their wine choices, all coming from the same NJ winery.  Must add that wine was good, both white and late harvest for dessert.  The seafood and...More",+1 609-492-3553,https://www.tripadvisor.com//Restaurant_Review-g46292-d438872-Reviews-The_Gables-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu,Beach Haven, NJ
2501,The Gate House Cafe,274 N Goodman St," American, Bar, Pizza",4.0,311,We had been.to the Gate House when it was in its old location. This spot seems nicer!  We got the last available table at about 1:00 on a Sunday in February. I was surprised how many sought the spot out. A little tricky to navigate...More,+1 585-473-2090,https://www.tripadvisor.com//Restaurant_Review-g48503-d1036553-Reviews-The_Gate_House_Cafe-Rochester_Finger_Lakes_New_York.html,Check The Website for a Menu,Rochester, NY
2502,The Gavel Grill,9 Hyatt St," American, Vegetarian Friendly",4.5,53,"Two of us (my boyfriend and me) coming from Hungary went there a couple of times. Liked it so much, we tried pancakes, eggs, the big boy, egg and bacon bagel, cheeseburger and new york dog. Every dish is amazing, coffee is perfect. 
Staff was...More",+1 718-876-9596,https://www.tripadvisor.com//Restaurant_Review-g48682-d2690516-Reviews-The_Gavel_Grill-Staten_Island_New_York.html,Check The Website for a Menu,Staten Island, NY
2503,The Georgian,411 University St," American, Vegetarian Friendly, Vegan Options",4.5,370,My wife and I visited The Georgian for breakfast at 11 am on a Monday. The restaurant was busy and we were greeted by our server 10 minutes after being seated. My wife is vegan and the only option for her was a side of...More,+1 206-621-7889,https://www.tripadvisor.com//Restaurant_Review-g60878-d432600-Reviews-The_Georgian-Seattle_Washington.html,Check The Website for a Menu,Seattle, WA
2504,The Glass Tavern,115 Saratoga Rd," American, Bar, Seafood",4.0,154,"We came here a little late on a Wednesday.  Dining room closed because of lack of customers.  We were seated in the bar area, which was fine.  However, it is entirely annoying to be stuck with hi-top tables and chairs.  It seems to be a...More",+1 518-952-7443,https://www.tripadvisor.com//Restaurant_Review-g48572-d10747982-Reviews-The_Glass_Tavern-Schenectady_New_York.html,http://theglasstavern.com/menu/,Schenectady, NY
2505,The Grange Bar & Eatery,1635 Amsterdam Ave," American, Bar, Vegetarian Friendly",4.5,190,"I went at the grange bar with friends in a cold night of January for a snack. we had tartare, french onion soup and roasted cauliflower. for dessert we had a superlative bread pudding. this place in West harlem is very nice and friendly, ingredients...More",+1 212-491-1635,https://www.tripadvisor.com//Restaurant_Review-g60763-d4570119-Reviews-The_Grange_Bar_Eatery-New_York_City_New_York.html,https://thegrangebarnyc.com/new-york-hamilton-heights-the-grange-bar-and-eatery-food-menu,New York City, NY
2506,The Greek on Main,419 Main St," Mediterranean, Greek, Vegetarian Friendly",4.5,85,"Stopped by and ordered lunch to go, Traditional tomato salad with grilled chicken, Grilled Vegetable Gyro and stuffed grape leaves.  The hostess was very friendly and sat us in the dining area while we waited for our order to be prepared. The wait was not...More",+1 732-515-9457,https://www.tripadvisor.com//Restaurant_Review-g46616-d10496931-Reviews-The_Greek_on_Main-Metuchen_New_Jersey.html,https://thegreekonmain.com/menus/,Metuchen, NJ
2507,The Griffon Gastropub,2470 Military Rd," American, Brew Pub, Bar",4.5,849,"If you like nachos with olive slices, iceberg lettuce, cheese wiz, cheddar, sour cream and paprika (or chili powder) this place is for you. It was not for me 
The house salad was delicious though. And my family loved the bbq’d wings. 
They played good...More",+1 716-236-7474,https://www.tripadvisor.com//Restaurant_Review-g48261-d4835334-Reviews-The_Griffon_Gastropub-Niagara_Falls_New_York.html,http://www.griffongastropub.com/images/g4-menu.pdf,Niagara Falls, NY
2508,The Grill on the Alley,172 S Market St," American, Gluten Free Options",4.0,320,No comments,+1 408-294-2244,https://www.tripadvisor.com//Restaurant_Review-g33020-d347385-Reviews-The_Grill_on_the_Alley-San_Jose_California.html,Check The Website for a Menu,San Jose, CA
2509,The Guenther House Restaurant,205 E Guenther," American, Vegetarian Friendly, Vegan Options",4.5,1333,The Guenther House is a San Antonio landmark located in the historic King William District. If the wait weren’t so long—my wife and I waited about 2 hours for a table—I would say that would be an acceptable wait time so long as the food...More,+1 210-227-1061,https://www.tripadvisor.com//Restaurant_Review-g60956-d437236-Reviews-The_Guenther_House_Restaurant-San_Antonio_Texas.html,Check The Website for a Menu,San Antonio, TX
2510,The Harp Bar and Restaurant,24437 Russell Rd," Irish, Pub",4.5,27,"Food was good, and lots of choices so everyone in our Group found something to enjoy. Kind of tucked out of the way, but not crowded on the night of our visit. We will be returning.",+1 253-236-8580,https://www.tripadvisor.com//Restaurant_Review-g58537-d12427848-Reviews-The_Harp_Bar_and_Restaurant-Kent_Washington.html,Check The Website for a Menu,Kent, WA
2511,The Heights Restaurant and H Bar,903 Hanshaw Rd," American, Vegetarian Friendly, Vegan Options",4.5,283,"My son and I recently visited the heights for lunch. We ordered a cup of tomato, chipotle soup each. It was excellent with surprising flavors in every spoonful. We are both celiacs and found the staff very amenable to alter any dish to accommodate us....More",+1 607-257-4144,https://www.tripadvisor.com//Restaurant_Review-g47958-d475549-Reviews-The_Heights_Restaurant_and_H_Bar-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu,Ithaca, NY
2512,The Hollow Bar + Kitchen,79 N Pearl St," Italian, American, Bar",4.0,167,"Chose this place due to location down the street from stadium and menu options. Rustic atmosphere, creative decorating, very friendly staff and delicious dinner. All of us were satisfied. Recommend reservations, even if going at an off time.  Would go here again.",+1 518-426-8550,https://www.tripadvisor.com//Restaurant_Review-g29786-d4765516-Reviews-The_Hollow_Bar_Kitchen-Albany_New_York.html,Check The Website for a Menu,Albany, NY
2513,The Hop and Hound,18116 101st Ave NE," Bar, Pub",4.5,19,"We love having the Hop & Hound in Bothell.  They have a good rotating variety of beers - I can usually get something unique there I haven't tried before. They allow, maybe even encourage dogs, so we love them for that. We frequently bring ours...More",+1 425-486-2337,https://www.tripadvisor.com//Restaurant_Review-g58362-d6931295-Reviews-The_Hop_and_Hound-Bothell_Washington.html,Check The Website for a Menu,Bothell, WA
2514,The Hoppy Monk,4141 N Mesa St," Gastropub, American, Bar",4.5,216,Tremendous amount of drink and beer selections. The food is a smaller menu. We ordered pork and beef tacos and they were delicious! The smoked pepper had distinct smoky flavor with a slow spice hotness. Somewhat of a roadhouse scene.,+1 915-307-3263,https://www.tripadvisor.com//Restaurant_Review-g60768-d3411680-Reviews-The_Hoppy_Monk-El_Paso_Texas.html,Check The Website for a Menu,El Paso, TX
2515,The Irishmen,2923 Colby Ave," Irish, Bar, Pub",4.0,82,"Colby Ave. has a lot of restaurants including the Irishmen. My best advice is to consider it a good place for a beer, but skip the food and keep walking to one of the many restaurants on Colby. My wife and I met another couple...More",+1 425-374-5783,https://www.tripadvisor.com//Restaurant_Review-g58466-d952023-Reviews-The_Irishmen-Everett_Washington.html,Check The Website for a Menu,Everett, WA
2516,The Iron Rabbit Restaurant and Bar,2103 Harrison Ave NW," American, Bar, Vegetarian Friendly",4.0,198,I love the food. the entire menu is a delight for a real meal. the best Wagu steak or the Pasta's salad to the beer. If you enjoy good food properly paired and presented...... Yo I'm up for this place every time.,+1 360-956-3661,https://www.tripadvisor.com//Restaurant_Review-g58653-d805111-Reviews-The_Iron_Rabbit_Restaurant_and_Bar-Olympia_Washington.html,Check The Website for a Menu,Olympia, WA
2517,The Iron Tomato,57 Mamaroneck Ave," American, Pizza, Vegetarian Friendly",4.5,73,"I was visiting my best friend in the area and she brought me here to pick out some yummy pastries.  She pointed to several things that they have gotten in the past that were delicious, so we picked a couple of those and then several...More",+1 914-328-9400,https://www.tripadvisor.com//Restaurant_Review-g48883-d4274041-Reviews-The_Iron_Tomato-White_Plains_New_York.html,Check The Website for a Menu,White Plains, NY
2518,The Keg Steakhouse + Bar - Lynnwood,18110 Alderwood Mall Pkwy," American, Steakhouse, Bar",4.5,369,Arrived 10 minutes early. Rude hostess. Table was ready. Made us seat in cold lobby after we requested to be seated and wait for the rest of our party. Ignored other guests while speaking to fellow employees. Good food though.,+1 425-778-0900,https://www.tripadvisor.com//Restaurant_Review-g58578-d464047-Reviews-The_Keg_Steakhouse_Bar_Lynnwood-Lynnwood_Washington.html,Check The Website for a Menu,Lynnwood, WA
2519,The Keg Steakhouse + Bar Arlington,4001 Arlington Highlands Blvd Ste 101," American, Steakhouse, Gluten Free Options",4.0,139,"Quick to the table but the service after that was far from what was expected.

We had a 12oz New York Strip and a 10oz Filet.  Neither served hot of the grill (or whatever The Keg's process was and was just disappointing.  The plating lacked...More",+1 817-465-3700,https://www.tripadvisor.com//Restaurant_Review-g30183-d2625640-Reviews-The_Keg_Steakhouse_Bar_Arlington-Arlington_Texas.html,Check The Website for a Menu,Arlington, TX
2520,The Keg Steakhouse + Bar Las Colinas,859 W John Carpenter Fwy," American, Steakhouse, Bar",4.5,360,"So here is an honest review of the worst steak house in DFW. After looking over the menu, I finally decided on steak and shrimp (the menu is not very broad by the way). In my head I’m like there’s no way I can Go...More",+1 972-556-9188,https://www.tripadvisor.com//Restaurant_Review-g56032-d465043-Reviews-The_Keg_Steakhouse_Bar_Las_Colinas-Irving_Texas.html,Check The Website for a Menu,Irving, TX
2521,The Kitchen Restaurant,2225 Hurley Way," American, Contemporary, Gluten Free Options",5.0,251,No comments,+1 916-568-7171,https://www.tripadvisor.com//Restaurant_Review-g32999-d492400-Reviews-The_Kitchen_Restaurant-Sacramento_California.html,Check The Website for a Menu,Sacramento, CA
2522,The Left Bank,511 Rhode Island St," American, Vegetarian Friendly, Vegan Options",4.5,676,"We've been a patron of this establishment for well over 15 years, many of those years we dined here every other week. It was our best place and we were the epitomy of, ""You gotta go, it's the best"", statement. Whether we sat at the...More",+1 716-882-3509,https://www.tripadvisor.com//Restaurant_Review-g60974-d408570-Reviews-The_Left_Bank-Buffalo_New_York.html,Check The Website for a Menu,Buffalo, NY
2523,The Lion's Share,629 Kettner Blvd," American, Bar, Gluten Free Options",4.5,179,No comments,+1 619-564-6924,https://www.tripadvisor.com//Restaurant_Review-g60750-d2561877-Reviews-The_Lion_s_Share-San_Diego_California.html,Check The Website for a Menu,San Diego, CA
2524,The Little Owl,90 Bedford St," American, Vegetarian Friendly, Vegan Options",4.5,1242,"Went here as it popped up in TripAdvisor. Cute little cafe, that holds about 30. Highly recommend reservations (they’re on Open Table) as it is indeed small. Food was amazing and service was excellent. Located in a quaint area of the Village. You won’t be...More",+1 212-741-4695,https://www.tripadvisor.com//Restaurant_Review-g60763-d776994-Reviews-The_Little_Owl-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
2525,The Lost Cajun,2401 I-40 W Frontage Rd," American, Cajun & Creole, Seafood",4.5,126,If my taste buds could talk! They would be screaming at the top of their lungs!! I just happened to see this place on my way through Amarillo. I am always curious to try new foods that are Cajun/Creole. This little place is a gem....More,+1 806-576-0019,https://www.tripadvisor.com//Restaurant_Review-g30165-d13484228-Reviews-The_Lost_Cajun-Amarillo_Texas.html,Check The Website for a Menu,Amarillo, TX
2526,The Lost Cajun- San Antonio Embassy,226 W Bitters Rd Suite 120," Cajun & Creole, Seafood, American",4.5,94,The people were so sweet and nice!!! Food was delicious! Red beans and rice and chicken and sausage gumbo were a hit!!!! Definitely recommend 10/10 will be back for sure!,+1 210-549-0135,https://www.tripadvisor.com//Restaurant_Review-g60956-d15071188-Reviews-The_Lost_Cajun_San_Antonio_Embassy-San_Antonio_Texas.html,http://thelostcajun.com/sites/default/files/N44236%2520San%2520Antonio%2520Embassy%2520MENU_0.pdf,San Antonio, TX
2527,The Luggage Room Pizzeria,260 S Raymond Ave," Italian, Pizza, Vegetarian Friendly",4.5,240,No comments,+1 626-356-4440,https://www.tripadvisor.com//Restaurant_Review-g32859-d1988092-Reviews-The_Luggage_Room_Pizzeria-Pasadena_California.html,Check The Website for a Menu,Pasadena, CA
2528,The Mad Duck,765 W Herndon Ave," American, Bar, Pub",4.5,144,No comments,+1 559-298-3825,https://www.tripadvisor.com//Restaurant_Review-g32225-d1740007-Reviews-The_Mad_Duck-Clovis_California.html,Check The Website for a Menu,Clovis, CA
2529,The Manor Restaurant,111 Prospect Ave," Seafood, American, Vegetarian Friendly",4.0,353,"So nice and pretty, the food was 👍🏻 great I 💗 unfortunately I can add any picture, but was great and fun day w my family and friends .",+1 973-731-2360,https://www.tripadvisor.com//Restaurant_Review-g60796-d1315177-Reviews-The_Manor_Restaurant-West_Orange_New_Jersey.html,Check The Website for a Menu,West Orange, NJ
2530,The Marketside,712 E Market St," American, Cafe, Diner",4.5,130,"Took a moment to find but when we did, we were very pleased with everything.  Excellent service, excellent food (we're a 2 out of 3 vegan family) and the choices were great.  Our server was wonderful and the owner came by twice - once to...More",+1 716-282-0644,https://www.tripadvisor.com//Restaurant_Review-g48261-d2652664-Reviews-The_Marketside-Niagara_Falls_New_York.html,Check The Website for a Menu,Niagara Falls, NY
2531,The Matador,7824 Leary Way NE," Mexican, Bar, Vegetarian Friendly",4.0,255,"Looking for a great happy hour? Then this is the place. Make sure to take advantage of the happy hour street tacos. And get one of each, you can't go wrong.",+1 425-883-2855,https://www.tripadvisor.com//Restaurant_Review-g58702-d911225-Reviews-The_Matador-Redmond_Washington.html,Check The Website for a Menu,Redmond, WA
